date,state,district,total_enrolments,total_demo_updates,total_bio_updates,total_updates,update_to_enrolment_ratio,biometric_stress_index,demographic_volatility_index,aadhaar_fragility_index,fragility_category
2025-06-11,Odisha,Debagarh,6.0,60.0,50.0,110.0,1833.3333333333333,16.43727285932327,0.2480174783572715,5.042221568493963,Low
2025-01-12,Assam,Dima Hasao,0.0,2.0,1.0,3.0,,20.003736641506613,0.0365084461322697,6.010248103985052,Low
2025-03-11,Karnataka,Hassan,10.0,137.0,88.0,225.0,2250.0,15.182307539521826,0.2354681539559044,4.673739037159474,Low
2025-08-09,Gujarat,Botad,35.0,60.0,84.0,144.0,411.4285714285714,16.018937172268252,0.3331377933927228,4.89996989476035,Low
2025-05-12,Bihar,Katihar,0.0,946.0,705.0,1651.0,,12.839505722245605,0.4933734105377698,3.975195069308123,Low
2025-04-09,Telangana,Wanaparthy,38.0,330.0,64.0,394.0,1036.842105263158,12.958985655702252,0.8750918652331133,4.134200611913336,Low
2025-07-12,Jharkhand,Seraikela-Kharsawan,0.0,53.0,190.0,243.0,,11.743296224935833,0.4943300806571925,3.646571387645048,Low
2025-02-11,Andhra Pradesh,Nizamabad,11.0,37.0,63.0,100.0,909.0909090909092,15.74304638289844,0.1062592017311739,4.77379376047968,Low
2025-02-11,West Bengal,Darjeeling,43.0,128.0,107.0,235.0,546.5116279069767,15.436884736769478,0.1539045644122651,4.684158862548668,Low
2025-08-11,Uttar Pradesh,Sonbhadra,63.0,630.0,318.0,948.0,1504.7619047619048,13.229754178334506,0.3104511180680408,4.0867862220823525,Low
2025-09-09,Arunachal Pradesh,East Kameng,3.0,3.0,27.0,30.0,1000.0,14.333326715304883,0.2038992229004035,4.377719370011655,Low
2025-01-09,Karnataka,Chitradurga,98.0,338.0,347.0,685.0,698.9795918367347,13.409780254334116,0.1372219171782567,4.075934847983713,Low
2025-05-11,Madhya Pradesh,Agar Malwa,58.0,24.0,96.0,120.0,206.89655172413796,13.470244555684374,0.1814301383509857,4.091964670195491,Low
2025-04-09,Gujarat,Navsari,19.0,218.0,213.0,431.0,2268.421052631579,15.613217096691288,0.3495937304693192,4.832035998038314,Low
2025-03-11,Kerala,Idukki,10.0,110.0,106.0,216.0,2160.0,17.391702394550308,0.1417542833772809,5.310721836550805,Low
2025-01-12,Chhattisgarh,Raipur,0.0,244.0,1071.0,1315.0,,13.836173312006297,0.4933785917338666,4.274196641535355,Low
2025-04-09,Uttar Pradesh,Moradabad,153.0,677.0,575.0,1252.0,818.3006535947711,14.354139284463562,1.2065481583666215,4.629765544027621,Low
2025-01-07,Assam,Majuli,210.0,0.0,474.0,474.0,225.7142857142857,11.571451527337208,,,
2025-01-03,Uttar Pradesh,Lalitpur,0.0,8893.0,7596.0,16489.0,,13.925773183381144,4.540714344688566,5.3129105411864845,Low
2025-04-09,Maharashtra,Bhandara,32.0,147.0,459.0,606.0,1893.75,12.006188182521043,0.2061181001629901,3.704037258282136,Low
2025-12-11,Chhattisgarh,Kanker,11.0,72.0,386.0,458.0,4163.636363636363,12.441258120375284,0.3266847237024576,3.9254115239504808,Low
2025-12-09,Gujarat,Panch Mahals,0.0,6.0,2.0,8.0,,20.14156341964473,0.0683727383809352,6.059562210488652,Low
2025-04-09,Rajasthan,Sikar,232.0,478.0,1106.0,1584.0,682.7586206896551,12.71733209748739,0.1657823631477525,3.874906657411181,Low
2025-04-11,Madhya Pradesh,Panna,3.0,318.0,52.0,370.0,12333.333333333332,13.472894119761444,0.5299298604236969,4.504224813940459,Low
2025-12-12,Uttar Pradesh,Kasganj,0.0,686.0,624.0,1310.0,,11.231583244610247,0.5906277786319695,3.5171319180410663,Low
2025-04-09,Madhya Pradesh,Vidisha,139.0,325.0,685.0,1010.0,726.6187050359713,12.775469292112804,0.4147148251779757,3.95575403723196,Low
2025-03-11,Tripura,Gomati,5.0,48.0,69.0,117.0,2340.0,14.10022246816535,0.130976582115848,4.325397812265076,Low
2025-08-12,Jharkhand,Purbi Singhbhum,0.0,79.0,62.0,141.0,,17.72300274301124,0.1530234397552131,5.355156682842175,Low
2025-10-09,Rajasthan,Jaipur,566.0,1110.0,3381.0,4491.0,793.4628975265018,12.99434899014386,0.2577299852162147,3.9839595881671137,Low
2025-06-09,Arunachal Pradesh,Upper Siang,1.0,8.0,3.0,11.0,1100.0,20.583592448624685,0.2265761842252368,6.261142985308313,Low
2025-06-12,Uttarakhand,Pithoragarh,0.0,79.0,166.0,245.0,,13.707447436436544,0.1006205166674106,4.137389360097816,Low
2025-07-11,Daman and Diu,Diu,1.0,7.0,44.0,51.0,5100.0,15.29331088027275,0.0472539485086311,4.736214154653938,Low
2025-08-11,West Bengal,Howrah,130.0,1724.0,446.0,2170.0,1669.2307692307693,14.530318540671846,0.4848729067730166,4.52495995261661,Low
2025-10-12,Rajasthan,Sikar,0.0,274.0,600.0,874.0,,12.640758464854471,0.1741304723177217,3.835760157535773,Low
2025-01-09,Gujarat,Bharuch,112.0,266.0,366.0,632.0,564.2857142857143,13.08781751839938,0.2570412365600419,4.005698260559196,Low
2025-05-11,Rajasthan,Dhaulpur,4.0,2.0,5.0,7.0,175.0,20.15544711333353,0.1182934743085968,6.080888148773849,Low
2025-04-12,Punjab,Fazilka,0.0,179.0,282.0,461.0,,11.620594089210728,0.4037036567831966,3.5871041409590174,Low
2025-07-12,Rajasthan,Didwana-Kuchaman,0.0,10.0,0.0,10.0,,,0.0804765945461128,,
2025-01-07,Punjab,Mansa,0.0,1318.0,8105.0,9423.0,,14.36863003212545,4.71044539449168,5.4882003582605545,Low
2025-07-09,Assam,Tinsukia,1.0,52.0,3.0,55.0,5500.0,20.18771869578667,0.7203654971123308,6.383513006337075,Low
2025-04-09,Karnataka,Ballari,68.0,59.0,178.0,237.0,348.5294117647059,15.119781295969268,0.1032273375759444,4.571063182416731,Low
2025-11-09,Madhya Pradesh,Betul,141.0,348.0,905.0,1253.0,888.6524822695035,11.52580139630862,0.1658135621773154,3.522962197215601,Low
2025-12-11,Sikkim,West Sikkim,1.0,12.0,5.0,17.0,1700.0,16.765426337880335,0.0804359401852842,5.095206020892074,Low
2025-01-05,Maharashtra,Osmanabad,0.0,1435.0,19170.0,20605.0,,14.737802476690057,5.130491703617418,5.703963668911371,Low
2025-09-11,Jharkhand,Hazaribagh,88.0,140.0,317.0,457.0,519.3181818181819,13.455365446543048,0.5151414235846347,4.179284959416637,Low
2025-08-09,Bihar,Aurangabad(bh),6.0,9.0,4.0,13.0,216.66666666666663,15.110538576520366,0.1152770380539831,4.567775918236875,Low
2025-09-12,Karnataka,Chamarajanagar,0.0,16.0,32.0,48.0,,18.29994485212226,0.0748105466549842,5.508686092300423,Low
2025-01-06,Gujarat,Mahisagar,161.0,0.0,4138.0,4138.0,2570.186335403727,11.973412716761445,,,
2025-04-11,West Bengal,Puruliya,1.0,1375.0,642.0,2017.0,201700.0,15.223335086256402,0.7857611158137402,10.158219878329874,Low
2025-04-09,Arunachal Pradesh,Longding,10.0,3.0,18.0,21.0,210.0,16.5386975415036,0.1811500156989493,5.012513541811786,Low
2025-07-12,Orissa,Kendujhar,0.0,1.0,2.0,3.0,,20.07372954312496,0.0518108597690378,6.035071577879747,Low
2025-01-11,Haryana,Jind,19.0,148.0,340.0,488.0,2568.421052631579,12.849342593310356,0.2695771609326269,3.990893469548388,Low
2025-02-09,Tamil Nadu,Thoothukkudi,81.0,308.0,272.0,580.0,716.0493827160494,15.387470242198535,0.1779126299687725,4.679871080550707,Low
2025-08-11,Rajasthan,Chittaurgarh,3.0,30.0,5.0,35.0,1166.6666666666663,18.007678016959176,0.089624668009348,5.455913880067694,Low
2025-04-11,Uttarakhand,Tehri Garhwal,2.0,163.0,50.0,213.0,10650.0,18.237340728920447,0.4206384228301825,5.861212578636382,Low
2025-12-11,Telangana,Mahabubnagar,120.0,653.0,1634.0,2287.0,1905.8333333333333,12.022099738216648,0.1982383268455942,3.7071639691369502,Low
2025-01-11,Madhya Pradesh,Sehore,26.0,87.0,317.0,404.0,1553.8461538461538,11.79048202912321,0.151276325511151,3.61652371348712,Low
2025-01-06,Odisha,Sambalpur,0.0,0.0,6627.0,6627.0,,11.631927783788328,,,
2025-04-12,Nagaland,Kohima,0.0,25.0,41.0,66.0,,16.355502093060917,0.2752684819713262,4.9754677484111065,Low
2025-02-12,Gujarat,Rajkot,0.0,951.0,1412.0,2363.0,,13.521848053699284,0.7622860187506705,4.247125920797453,Low
2025-05-12,Mizoram,Mamit,0.0,5.0,27.0,32.0,,16.52067607715408,0.0688858402736251,4.97342428321463,Low
2025-01-03,Maharashtra,Palghar,0.0,18764.0,14916.0,33680.0,,12.3556798436305,4.097783920246326,4.731149933150731,Low
2025-07-09,Uttarakhand,Dehradun,27.0,125.0,234.0,359.0,1329.6296296296296,16.612488939449293,0.1616676096020427,5.05972658920025,Low
2025-01-04,Tamil Nadu,Viluppuram,0.0,0.0,8679.0,8679.0,,12.456731415369896,,,
2025-10-09,Gujarat,Sabar Kantha,4.0,5.0,16.0,21.0,525.0,17.87723456343141,0.0384191595409814,5.386817097504591,Low
2025-02-12,Karnataka,Bagalkot,0.0,421.0,657.0,1078.0,,11.835038991749991,0.2068902872977478,3.6022342693494345,Low
2025-01-05,West Bengal,Purba Medinipur,0.0,741.0,15233.0,15974.0,,11.180421904199209,2.7636001186920343,4.04502660093277,Low
2025-10-12,Madhya Pradesh,Datia,0.0,237.0,148.0,385.0,,10.652936883250876,0.2892689368215272,3.2681982991806446,Low
2025-08-11,Haryana,Panipat,62.0,252.0,218.0,470.0,758.0645161290323,14.241806135763731,0.5965247419631537,4.441948636472637,Low
2025-02-09,Sikkim,East Sikkim,12.0,29.0,15.0,44.0,366.6666666666666,18.045197821855893,0.1201440389460847,5.453402424514821,Low
2025-03-12,Telangana,Nalgonda,0.0,533.0,676.0,1209.0,,13.937895673753737,0.3037231682807036,4.257299494196297,Low
2025-02-11,Odisha,Gajapati,52.0,32.0,235.0,267.0,513.4615384615385,17.114314541986612,0.1232577360619846,5.178842121166458,Low
2025-06-09,Kerala,Ernakulam,13.0,45.0,90.0,135.0,1038.4615384615386,16.899326027416368,0.1115828208432892,5.125468776580633,Low
2025-11-11,Tamil Nadu,Nagapattinam,44.0,244.0,478.0,722.0,1640.909090909091,14.158283498743172,0.1695413570745547,4.333759045436714,Low
2025-02-12,Maharashtra,Satara,0.0,709.0,1581.0,2290.0,,12.195518909678114,0.2960220161528207,3.732661176941639,Low
2025-07-11,Telangana,Mahabubnagar,110.0,418.0,1148.0,1566.0,1423.6363636363635,12.377302667854964,0.1728801220272591,3.79448819161104,Low
2025-01-09,Tamil Nadu,Pudukkottai,150.0,406.0,520.0,926.0,617.3333333333333,15.85891189970735,0.2376114693331869,4.833587973923938,Low
2025-01-04,Andhra Pradesh,Sri Sathya Sai,0.0,526.0,1085.0,1611.0,,11.115509083887565,1.9120171794924443,3.81265702003938,Low
2025-11-12,Punjab,Muktsar,0.0,49.0,63.0,112.0,,17.265109592547944,0.4501420534498611,5.292068391126849,Low
2025-12-09,Madhya Pradesh,Dindori,50.0,224.0,219.0,443.0,886.0,13.71509878020212,0.1834253431778976,4.184083412884959,Low
2025-07-09,Assam,North Cachar Hills,0.0,9.0,1.0,10.0,,20.083220779389965,0.1799838657887435,6.069962200264174,Low
2025-10-12,Tamil Nadu,Perambalur,0.0,92.0,250.0,342.0,,14.29966255869379,0.1401914856984937,4.324946639032761,Low
2025-01-12,Assam,Darrang,0.0,292.0,89.0,381.0,,13.323517239749288,0.2215048547909631,4.052431385622527,Low
2025-11-12,Punjab,Bathinda,0.0,263.0,557.0,820.0,,13.158979376158918,0.2749083434829709,4.016420898718418,Low
2025-01-12,Delhi,East Delhi,0.0,370.0,443.0,813.0,,14.777871781651204,0.4336045222675951,4.54176266506226,Low
2025-04-11,Chhattisgarh,Raipur,8.0,436.0,173.0,609.0,7612.5,15.315957167672536,0.6158857711446785,4.952366702641798,Low
2025-12-09,Mizoram,Saitual,0.0,2.0,0.0,2.0,,,0.0678271361719373,,
2025-05-12,Uttar Pradesh,Moradabad,0.0,1141.0,655.0,1796.0,,12.589469494306035,1.2043737535802743,4.07793428668688,Low
2025-11-12,Kerala,Kasargod,0.0,9.0,14.0,23.0,,17.741627957949675,0.0698676858896087,5.339955308857304,Low
2025-01-12,Rajasthan,Jhunjhunun,0.0,234.0,785.0,1019.0,,12.035536962895073,0.1365597633989284,3.644801029718254,Low
2025-08-11,Chhattisgarh,Janjgir-champa,51.0,520.0,642.0,1162.0,2278.43137254902,13.155416681405598,0.20023084305692,4.0576228931186415,Low
2025-10-12,Jammu and Kashmir,Ganderbal,0.0,36.0,86.0,122.0,,13.181597340095312,0.1488001315030932,3.991679234904367,Low
2025-03-11,Manipur,Bishnupur,6.0,700.0,260.0,960.0,16000.0,19.326791918609388,2.39093836592853,6.823716962186378,Low
2025-01-11,Assam,Sibsagar,12.0,115.0,63.0,178.0,1483.3333333333337,15.34315421463836,0.195204836942262,4.691421522341456,Low
2025-02-09,Bihar,Purnia,237.0,1401.0,486.0,1887.0,796.2025316455696,13.87560509187811,1.297488410611457,4.508349300796311,Low
2025-05-11,Karnataka,Bengaluru South,5.0,43.0,3.0,46.0,920.0,20.003736641506613,0.0928595531393374,6.048942706456301,Low
2025-10-09,Madhya Pradesh,Dhar,188.0,632.0,497.0,1129.0,600.531914893617,10.843251877935057,0.879029423027756,3.4887950758426443,Low
2025-01-12,Uttar Pradesh,Lucknow,0.0,1910.0,1444.0,3354.0,,12.916862924685317,0.4224452912444894,3.980670200216717,Low
2025-03-12,West Bengal,Puruliya,0.0,762.0,548.0,1310.0,,12.664355820801394,0.6478672499145398,3.961273558719053,Low
2025-04-12,Assam,Sibsagar,0.0,117.0,95.0,212.0,,18.17642842147091,0.1453702072106543,5.489271078243936,Low
2025-03-09,Bihar,Bhagalpur,213.0,1237.0,564.0,1801.0,845.5399061032864,12.837464116881154,0.689950183706775,4.046342056108813,Low
2025-08-11,Chhattisgarh,Bemetara,46.0,308.0,334.0,642.0,1395.6521739130435,12.373531996763624,0.5146473254480797,3.878050310617732,Low
2025-03-09,Haryana,Rohtak,24.0,93.0,334.0,427.0,1779.1666666666667,13.77600837365046,0.2086369651236476,4.232548323041897,Low
2025-09-09,Assam,Jorhat,34.0,151.0,73.0,224.0,658.8235294117646,18.56825568909312,0.2354735465401825,5.646966349632686,Low
2025-05-12,West Bengal,Puruliya,0.0,801.0,465.0,1266.0,,14.178134630326028,0.72267583011065,4.434109346625471,Low
2025-08-09,Uttarakhand,Tehri Garhwal,62.0,163.0,384.0,547.0,882.258064516129,12.837484992353602,0.2192911286230855,3.9296656390283258,Low
2025-03-11,Assam,Karimganj,50.0,373.0,185.0,558.0,1116.0,14.427562676810451,0.1267910865318733,4.389815724135824,Low
2025-04-12,Uttarakhand,Pauri Garhwal,0.0,134.0,413.0,547.0,,14.67275081936554,0.1704809633855063,4.444445486656039,Low
2025-04-11,Delhi,Shahdara,0.0,13.0,13.0,26.0,,15.812035694778272,0.5072667711692281,4.870427401225788,Low
2025-01-06,Chhattisgarh,Narayanpur,0.0,0.0,2329.0,2329.0,,21.220118476412,,,
2025-01-12,Chhattisgarh,Mungeli,0.0,414.0,413.0,827.0,,16.123852085763826,0.7617162182918191,5.027584680302103,Low
2025-01-09,Uttar Pradesh,Pratapgarh,229.0,967.0,668.0,1635.0,713.9737991266376,12.077429814984049,0.3871351352316326,3.7391090640024554,Low
2025-04-12,West Bengal,Howrah,0.0,585.0,518.0,1103.0,,14.249946389487704,0.2587613849433867,4.339674263082157,Low
2025-09-11,Manipur,Imphal West,22.0,853.0,708.0,1561.0,7095.454545454545,12.19991888479939,0.5494782234133495,3.9871241489024016,Low
2025-01-12,Gujarat,Amreli,0.0,104.0,285.0,389.0,,13.768821151943136,0.1928294108650254,4.178853698299197,Low
2025-12-11,Assam,Dhubri,64.0,173.0,228.0,401.0,626.5625,13.09955258899617,0.4196462010301835,4.051535711999726,Low
2025-12-09,Gujarat,Junagadh,108.0,336.0,547.0,883.0,817.5925925925926,14.56735962349365,0.2383731748043859,4.4516689616573055,Low
2025-01-06,Karnataka,Ramanagar,0.0,1424.0,5029.0,6453.0,,11.4816825277001,2.5789556134773,4.089243661679355,Low
2025-06-12,Haryana,Hisar,0.0,200.0,506.0,706.0,,12.751109039910922,0.2771528160601811,3.8946209159883214,Low
2025-02-09,Haryana,Yamuna Nagar,39.0,201.0,377.0,578.0,1482.0512820512822,12.453063195500947,0.4461341350275892,3.887092250673237,Low
2025-01-09,Tamil Nadu,Thiruvallur,2.0,6.0,23.0,29.0,1450.0,18.00643465300936,0.0572279241026612,5.455019873986354,Low
2025-08-12,Odisha,Baleswar,0.0,370.0,546.0,916.0,,12.968868061146154,0.1780864322076725,3.935182026395764,Low
2025-07-12,West Bengal,Nadia,0.0,557.0,250.0,807.0,,15.14828443296522,0.21540257121351,4.598335972692944,Low
2025-03-12,Jammu and Kashmir,Shupiyan,0.0,72.0,136.0,208.0,,16.072306700740356,0.4356165893245806,4.930596157553252,Low
2025-10-09,Rajasthan,Chittorgarh,134.0,362.0,867.0,1229.0,917.1641791044776,15.268624132880268,0.5354729188282236,4.738986446866109,Low
2025-11-11,West Bengal,East Midnapore,21.0,251.0,240.0,491.0,2338.095238095238,18.204317426135223,0.186882466919779,5.570551825048079,Low
2025-06-12,Karnataka,Yadgir,0.0,155.0,291.0,446.0,,12.44054218058537,0.1805991943655896,3.777312452767008,Low
2025-06-09,Jharkhand,Giridih,246.0,293.0,307.0,600.0,243.90243902439025,12.065873725974663,0.1805790779012349,3.671430435973828,Low
2025-04-11,Jharkhand,Sahebganj,0.0,601.0,75.0,676.0,,12.97466854346266,0.4090855633442675,3.994671953874865,Low
2025-09-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,49.0,13.0,62.0,6200.0,20.333733677297374,0.1599622882126606,6.3059392833519325,Low
2025-08-11,West Bengal,Cooch Behar,90.0,1337.0,218.0,1555.0,1727.7777777777778,13.049855024732333,0.3562777683128538,4.050238043693318,Low
2025-06-11,Nagaland,Longleng,1.0,8.0,4.0,12.0,1200.0,15.659083031117737,0.1250546197981933,4.761084423918975,Low
2025-05-11,Bihar,Jamui,181.0,384.0,366.0,750.0,414.3646408839779,11.453240348825709,0.2874631268269905,3.5189207108137515,Low
2025-07-12,Delhi,New Delhi,0.0,13.0,17.0,30.0,,13.809302629902348,0.2154173307357717,4.196645121654647,Low
2025-05-12,Odisha,Sonapur,0.0,50.0,139.0,189.0,,14.702249669545129,0.1126847025848309,4.438846076509746,Low
2025-02-12,Jammu and Kashmir,Doda,0.0,90.0,330.0,420.0,,12.776638756482672,0.1898250636051444,3.880447892846088,Low
2025-11-09,Gujarat,Ahmedabad,376.0,1964.0,2263.0,4227.0,1124.2021276595744,12.62505215644708,0.3213922479589829,3.897932236998641,Low
2025-06-11,Madhya Pradesh,Shahdol,56.0,335.0,416.0,751.0,1341.071428571429,14.815774685403376,0.7918259659683666,4.678557930722055,Low
2025-01-06,Haryana,Sonipat,429.0,3800.0,9202.0,13002.0,3030.7692307692305,13.079502732117115,6.961446672407373,5.745275107582094,Low
2025-01-07,Rajasthan,Nagaur,1551.0,559.0,32075.0,32634.0,2104.0618955512573,12.97731845151719,2.018886884240344,4.454193652566149,Low
2025-08-11,Haryana,Sirsa,51.0,261.0,406.0,667.0,1307.843137254902,12.395946510257192,0.5346778129359872,3.887433697775124,Low
2025-05-11,Chhattisgarh,Sakti,7.0,139.0,20.0,159.0,2271.428571428572,16.047570752918222,0.2080884232117407,4.927046208842962,Low
2025-10-12,Bihar,Vaishali,0.0,1133.0,756.0,1889.0,,11.999997103272737,0.345504735820345,3.686375314936907,Low
2025-08-11,Tamil Nadu,Kancheepuram,143.0,811.0,2195.0,3006.0,2102.097902097902,14.202934753205485,0.1929662795065673,4.365345861840691,Low
2025-11-11,Bihar,Lakhisarai,54.0,340.0,331.0,671.0,1242.5925925925926,11.480838606210362,1.016377186286718,3.731580942963316,Low
2025-04-11,Punjab,Kapurthala,0.0,186.0,201.0,387.0,,15.509994155229515,0.239203715414137,4.71279917542239,Low
2025-10-11,Meghalaya,East Khasi Hills,124.0,159.0,106.0,265.0,213.70967741935485,15.777169473572885,0.2759653480033313,4.807858175580116,Low
2025-05-11,Jharkhand,Hazaribagh,118.0,194.0,288.0,482.0,408.4745762711864,13.32187519677401,0.3414916094754098,4.092860746954473,Low
2025-01-05,Uttarakhand,Pithoragarh,0.0,0.0,2636.0,2636.0,,11.217191610964315,,,
2025-01-06,Bihar,Jehanabad,0.0,0.0,3784.0,3784.0,,11.143305450388734,,,
2025-08-11,Bihar,Purnea,4.0,33.0,14.0,47.0,1175.0,18.42241694616908,0.9434510149627406,5.794015033483138,Low
2025-11-12,Telangana,Siddipet,0.0,177.0,128.0,305.0,,16.820437482634436,0.1994875823020907,5.096003140365853,Low
2025-08-12,Odisha,Gajapati,0.0,127.0,252.0,379.0,,13.188586527325032,0.2520351390036225,4.019584742948416,Low
2025-12-09,Gujarat,Patan,131.0,342.0,433.0,775.0,591.6030534351145,11.914312378346438,0.1915347154826785,3.638000732843069,Low
2025-07-12,Tamil Nadu,The Nilgiris,0.0,146.0,124.0,270.0,,16.772689181020873,0.1967886312179061,5.081003912110738,Low
2025-06-11,Uttar Pradesh,Faizabad,101.0,560.0,746.0,1306.0,1293.069306930693,12.591589066458011,0.1720509208210019,3.8550745926196703,Low
2025-02-11,Kerala,Malappuram,464.0,191.0,1236.0,1427.0,307.5431034482759,12.058705741310334,0.1268126538893704,3.657540602765204,Low
2025-11-09,Uttar Pradesh,Amethi,130.0,553.0,464.0,1017.0,782.3076923076923,12.747867375608052,0.4889002103311931,3.967509296834373,Low
2025-03-12,Tamil Nadu,Kanniyakumari,0.0,257.0,326.0,583.0,,14.84936150225291,0.1377928013272239,4.489256651007678,Low
2025-07-12,Uttar Pradesh,Hamirpur,0.0,191.0,98.0,289.0,,10.776512805605371,0.1117217724355535,3.2608842847905,Low
2025-12-09,Uttarakhand,Bageshwar,6.0,45.0,90.0,135.0,2250.0,14.857817861134532,0.2675175639737127,4.584404486147739,Low
2025-06-11,Haryana,Yamunanagar,1.0,5.0,21.0,26.0,2600.0,11.609027856604651,0.1089601148931811,3.579489414911923,Low
2025-03-12,Jharkhand,Hazaribagh,0.0,523.0,469.0,992.0,,13.366036623252414,0.6759495227666339,4.178798367667382,Low
2025-03-11,Jharkhand,Khunti,13.0,226.0,387.0,613.0,4715.384615384615,13.846277963841777,0.5647164618131498,4.4211827735526645,Low
2025-10-12,Rajasthan,Bikaner,0.0,547.0,756.0,1303.0,,12.22494876414304,0.4115622502780047,3.770375191812413,Low
2025-04-11,Bihar,Lakhisarai,0.0,445.0,35.0,480.0,,15.936645299461958,0.6973715926623961,4.955336488004186,Low
2025-03-09,Tamil Nadu,Villupuram,108.0,199.0,267.0,466.0,431.4814814814815,15.79966412205236,0.1644671990423533,4.792556677263251,Low
2025-11-12,Arunachal Pradesh,Kra Daadi,0.0,4.0,5.0,9.0,,13.69297912076886,0.1116916052679265,4.13581663754764,Low
2025-07-12,Assam,Chirang,0.0,75.0,89.0,164.0,,14.435466109330555,0.2345116033428022,4.389267733634868,Low
2025-08-11,Arunachal Pradesh,West Kameng,4.0,6.0,7.0,13.0,325.0,17.022041495199684,0.1290962774676738,5.147579146577727,Low
2025-08-12,Andhra Pradesh,Parvathipuram Manyam,0.0,68.0,43.0,111.0,,15.123705934521354,0.0894975058328269,4.559486156814613,Low
2025-01-07,West Bengal,South Dinajpur,0.0,0.0,341.0,341.0,,12.266013081834476,,,
2025-03-09,Uttar Pradesh,Shahjahanpur,296.0,1356.0,862.0,2218.0,749.3243243243243,14.391167459962375,0.9997564500459196,4.587331190778472,Low
2025-03-12,Uttar Pradesh,Aligarh,0.0,612.0,1114.0,1726.0,,12.793462542723788,0.3331868183592997,3.921335467406961,Low
2025-11-12,Haryana,Hisar,0.0,390.0,680.0,1070.0,,13.036506721869625,0.3518731826201582,3.9989203122159274,Low
2025-01-06,Andhra Pradesh,Alluri Sitharama Raju,0.0,167.0,2936.0,3103.0,,11.358320557837278,0.6308912604770696,3.5652189824704505,Low
2025-01-05,Maharashtra,Thane,2332.0,17200.0,59673.0,76873.0,3296.440823327616,15.704258576420871,12.294929310890964,7.873178318947056,Low
2025-05-12,Assam,Cachar,0.0,267.0,296.0,563.0,,15.062925023179602,0.1727077095910589,4.562054434351645,Low
2025-05-09,Madhya Pradesh,Pandhurna,0.0,1.0,0.0,1.0,,,0.0035414945106835,,
2025-10-12,Rajasthan,Beawar,0.0,11.0,0.0,11.0,,,0.1963040872699069,,
2025-07-12,Uttarakhand,Champawat,0.0,39.0,149.0,188.0,,12.09741214503292,0.1197933840719057,3.659171989527852,Low
2025-10-09,Telangana,Warangal Urban,21.0,86.0,46.0,132.0,628.5714285714286,17.60733029223144,0.2635475758537997,5.36489809858408,Low
2025-12-12,Gujarat,Dahod,0.0,256.0,336.0,592.0,,11.851518784995037,0.2129181807975365,3.608685180697895,Low
2025-03-11,Uttar Pradesh,Chandauli,42.0,409.0,578.0,987.0,2350.0,14.867574918265484,0.5414824920734869,4.658497490281476,Low
2025-03-09,Karnataka,Bellary,96.0,223.0,356.0,579.0,603.125,13.267031685035867,0.3421960739809152,4.08179003679084,Low
2025-04-09,Jharkhand,Palamau,4.0,0.0,4.0,4.0,100.0,20.329003922112285,,,
2025-04-09,West Bengal,Uttar Dinajpur,436.0,2576.0,643.0,3219.0,738.302752293578,13.178022396446211,0.871955686065165,4.191142691704396,Low
2025-11-09,Maharashtra,Sindhudurg,19.0,154.0,381.0,535.0,2815.7894736842104,15.15884008806322,0.2019979687920763,4.673464171705788,Low
2025-06-09,Andhra Pradesh,Vizianagaram,63.0,543.0,541.0,1084.0,1720.6349206349205,12.82828925362843,0.145372759786632,3.930851013447055,Low
2025-05-09,Karnataka,Bengaluru South,0.0,22.0,1.0,23.0,,20.025822061543856,0.1742947140520077,6.051320296976158,Low
2025-09-12,Maharashtra,Kolhapur,0.0,1074.0,1344.0,2418.0,,12.095096831847185,0.2596036935478748,3.693429972941124,Low
2025-05-09,Rajasthan,Jaipur,230.0,1000.0,1042.0,2042.0,887.8260869565217,13.512227832450629,0.1816920777510283,4.122837653728324,Low
2025-01-11,Nagaland,Shamator,2.0,0.0,0.0,0.0,0.0,,,,
2025-12-12,Delhi,North East Delhi,0.0,587.0,778.0,1365.0,,18.671747931560667,0.7108745939272502,5.779243027950012,Low
2025-05-12,Rajasthan,Kotputli-Behror,0.0,3.0,0.0,3.0,,,0.0468789569519928,,
2025-04-09,Meghalaya,Ri Bhoi,49.0,138.0,37.0,175.0,357.1428571428572,16.561756594046578,0.8084303091846815,5.180186894686962,Low
2025-10-12,Chhattisgarh,Balod,0.0,271.0,449.0,720.0,,13.753417898726646,0.357203154046018,4.215326158129498,Low
2025-11-11,Assam,Kamrup,55.0,181.0,161.0,342.0,621.8181818181818,15.263671168077268,0.1484277083864707,4.632839768421108,Low
2025-04-11,Andhra Pradesh,K.V.Rangareddy,0.0,12.0,14.0,26.0,,20.036585572992283,0.1045463883482053,6.037112268984736,Low
2025-06-12,West Bengal,hooghly,0.0,1.0,0.0,1.0,,,0.0035414945106835,,
2025-09-12,Uttarakhand,Almora,0.0,106.0,426.0,532.0,,13.23350958766538,0.4462420225158481,4.081613381928576,Low
2025-06-09,Karnataka,Bagalkot *,6.0,7.0,4.0,11.0,183.3333333333333,20.148351145179117,0.1236454027453621,6.08032022835084,Low
2025-12-11,West Bengal,Purba Bardhaman,22.0,120.0,79.0,199.0,904.5454545454544,17.23181887453314,0.1324881441683935,5.226861168353508,Low
